School Name,State,School Sector,School Type,ABS Remoteness Area Name,Latitude,Longitude
Golden Grove Lutheran Primary School,SA,Independent,Primary,Major Cities,-34.801095,138.687658
Immanuel Gawler,SA,Independent,Primary,Major Cities,-34.59616434,138.7523043
Our Saviour Lutheran School Happy Valley Incorporated,SA,Independent,Primary,Major Cities,-35.073891,138.589491
St George College - Senior Campus,SA,Independent,Combined,Major Cities,-34.922881,138.570108
Trinity College North,SA,Independent,Combined,Major Cities,-34.63396646,138.7352661
St Martins Lutheran College,SA,Independent,Combined,Outer Regional,-37.820967,140.797573
Mount Barker Waldorf School,SA,Independent,Combined,Major Cities,-35.083141,138.877102
Pembroke School - Middle School Campus,SA,Independent,Combined,Major Cities,-34.920945,138.650495
Portside Christian College,SA,Independent,Combined,Major Cities,-34.851379,138.495582
Prescott College Southern,SA,Independent,Combined,Major Cities,-35.104906,138.543642
Unity College,SA,Independent,Combined,Inner Regional,-35.146912,139.2911806
Waikerie Lutheran Primary School,SA,Independent,Primary,Outer Regional,-34.186397,139.988812
Emmaus Christian College,SA,Independent,Combined,Major Cities,-34.971186,138.558631
Torrens Valley Christian School,SA,Independent,Combined,Major Cities,-34.84301032,138.7008363
Southern Vales Christian College - Morphett Vale Campus,SA,Independent,Combined,Major Cities,-35.112045,138.536621
Good Shepherd Lutheran School - Para Vista,SA,Independent,Primary,Major Cities,-34.829033,138.667333
St Mark's Lutheran School,SA,Independent,Primary,Major Cities,-35.07277511,138.8614989
King's Baptist Grammar School - Wynn Vale Campus,SA,Independent,Combined,Major Cities,-34.799045,138.676692
The Hills Montessori School - Yultiwirra Campus,SA,Independent,Combined,Major Cities,-35.00935,138.72868
Hope Christian College,SA,Independent,Combined,Major Cities,-34.707556,138.706251
Bethany Christian School Incorporated,SA,Independent,Primary,Major Cities,-34.761758,138.60554
Navigator College,SA,Independent,Combined,Remote,-34.741841,135.860955
Pilgrim School,SA,Independent,Primary,Major Cities,-35.06805486,138.5950372
Tyndale Christian School,SA,Independent,Combined,Major Cities,-34.774042,138.669964
Pedare Christian College,SA,Independent,Combined,Major Cities,-34.794746,138.692862
Rivergum Christian College,SA,Independent,Combined,Outer Regional,-34.263984,140.540191
Horizon Christian School,SA,Independent,Combined,Inner Regional,-34.151782,138.413987
OneSchool Global SA - Aberfoyle Campus,SA,Independent,Combined,Major Cities,-35.075078,138.589503
Tatachilla Lutheran College,SA,Independent,Combined,Major Cities,-35.223254,138.521492
Endeavour College,SA,Independent,Secondary,Major Cities,-34.812749,138.621874
St John's Grammar School - Junior Campus,SA,Independent,Combined,Major Cities,-34.997653,138.631841
St Andrew's School,SA,Independent,Primary,Major Cities,-34.89220989,138.6144059
St Peter's Woodlands Grammar School,SA,Independent,Primary,Major Cities,-34.983454,138.518341
Encounter Lutheran College,SA,Independent,Combined,Inner Regional,-35.529454,138.637557
Mid North Christian College,SA,Independent,Combined,Outer Regional,-33.208372,137.988656
Pinnacle College - Gilles Plains Campus,SA,Independent,Combined,Major Cities,-34.847796,138.66044
Good Shepherd Lutheran School - Angaston,SA,Independent,Primary,Inner Regional,-34.5091304,139.0473809
St John's Lutheran School,SA,Independent,Primary,Inner Regional,-34.173916,139.088769
"St Michael's Lutheran School, Hahndorf Inc",SA,Independent,Primary,Major Cities,-35.0285,138.812
Redeemer Lutheran School,SA,Independent,Primary,Inner Regional,-34.465395,138.984503
Lobethal Lutheran School,SA,Independent,Primary,Inner Regional,-34.90417,138.875597
Loxton Lutheran School,SA,Independent,Primary,Outer Regional,-34.445971,140.575094
St Jakobi Lutheran School,SA,Independent,Primary,Inner Regional,-34.619979,138.893126
Maitland Lutheran School,SA,Independent,Combined,Outer Regional,-34.370763,137.679852
Faith Lutheran College - Tanunda Lutheran Campus,SA,Independent,Primary,Inner Regional,-34.52579929,138.9542253
"Prescott Primary School, Northern",SA,Independent,Primary,Major Cities,-34.83443823,138.6640717
St Paul Lutheran School,SA,Independent,Primary,Major Cities,-34.861586,138.599498
Suneden Specialist School,SA,Independent,Combined,Major Cities,-35.01444,138.560448
Investigator College,SA,Independent,Combined,Inner Regional,-35.555378,138.598981
Amaroo School,ACT,Government,Combined,Major Cities,-35.164592,149.12774
Aranda Primary School,ACT,Government,Primary,Major Cities,-35.255999,149.079914
Belconnen High School,ACT,Government,Secondary,Major Cities,-35.246957,149.039298
Canberra High School,ACT,Government,Secondary,Major Cities,-35.2513,149.0745
Charnwood-Dunlop School,ACT,Government,Primary,Major Cities,-35.1987,149.0362
Evatt Primary School,ACT,Government,Primary,Major Cities,-35.2071,149.0759
Florey Primary School,ACT,Government,Primary,Major Cities,-35.2265,149.0521
Fraser Primary School,ACT,Government,Primary,Major Cities,-35.1918,149.0434
Giralang Primary School,ACT,Government,Primary,Major Cities,-35.2137,149.0944
Gold Creek School,ACT,Government,Combined,Major Cities,-35.181275,149.100262
Harrison School,ACT,Government,Combined,Major Cities,-35.197531,149.151642
Hawker Primary School,ACT,Government,Primary,Major Cities,-35.25007119,149.0345499
Jervis Bay School,ACT,Government,Primary,Inner Regional,-35.1315414,150.7055651
University of Canberra High School Kaleen,ACT,Government,Secondary,Major Cities,-35.225083,149.1012
Kaleen Primary School,ACT,Government,Primary,Major Cities,-35.224835,149.11404
University of Canberra Senior Secondary College Lake Ginninderra,ACT,Government,Secondary,Major Cities,-35.239149,149.074161
Latham Primary School,ACT,Government,Primary,Major Cities,-35.220157,149.034298
Macgregor Primary School,ACT,Government,Primary,Major Cities,-35.213112,149.012349
Macquarie Primary School,ACT,Government,Primary,Major Cities,-35.250069,149.059393
Maribyrnong Primary School,ACT,Government,Primary,Major Cities,-35.235115,149.102261
Melba Copland Secondary School Copland Campus Years 10 - 12,ACT,Government,Secondary,Major Cities,-35.21409988,149.0491943
Miles Franklin Primary School,ACT,Government,Primary,Major Cities,-35.213295,149.066961
Mount Rogers Primary School,ACT,Government,Primary,Major Cities,-35.208737,149.055621
Ngunnawal Primary School,ACT,Government,Primary,Major Cities,-35.169196,149.111784
Palmerston District Primary School,ACT,Government,Primary,Major Cities,-35.1975,149.120303
Weetangera Primary School,ACT,Government,Primary,Major Cities,-35.2518,149.0471
Cranleigh School,ACT,Government,Primary,Major Cities,-35.2249,149.0291
Kingsford Smith School,ACT,Government,Combined,Major Cities,-35.2277,149.0195
Ainslie School,ACT,Government,Primary,Major Cities,-35.273729,149.139632
Alfred Deakin High School,ACT,Government,Secondary,Major Cities,-35.32433444,149.0950997
Campbell High School,ACT,Government,Secondary,Major Cities,-35.278101,149.147123
Campbell Primary School,ACT,Government,Primary,Major Cities,-35.2903,149.1561
Curtin Primary School,ACT,Government,Primary,Major Cities,-35.3317,149.0799
Dickson College,ACT,Government,Secondary,Major Cities,-35.2485,149.1541
Farrer Primary School,ACT,Government,Primary,Major Cities,-35.3787,149.1071
Forrest Primary School,ACT,Government,Primary,Major Cities,-35.3151,149.1262
Garran Primary School,ACT,Government,Primary,Major Cities,-35.3447,149.1033
Hughes Primary School,ACT,Government,Primary,Major Cities,-35.332248,149.093456
Lyneham High School,ACT,Government,Secondary,Major Cities,-35.252379,149.130653
Lyneham Primary School,ACT,Government,Primary,Major Cities,-35.25148,149.124974
Majura Primary School,ACT,Government,Primary,Major Cities,-35.238509,149.15501
Mawson Primary School,ACT,Government,Primary,Major Cities,-35.358505,149.097655
Melrose High School,ACT,Government,Secondary,Major Cities,-35.363475,149.089434
North Ainslie Primary School,ACT,Government,Primary,Major Cities,-35.255113,149.146358
Red Hill Primary School,ACT,Government,Primary,Major Cities,-35.3397,149.1329
Telopea Park School,ACT,Government,Combined,Major Cities,-35.3138,149.1344
Torrens Primary School,ACT,Government,Primary,Major Cities,-35.37,149.0909
Turner School,ACT,Government,Primary,Major Cities,-35.265,149.1261
Yarralumla Primary School,ACT,Government,Primary,Major Cities,-35.3069,149.1032
Black Mountain School,ACT,Government,Secondary,Major Cities,-35.265224,149.112366
Malkara School,ACT,Government,Primary,Major Cities,-35.337447,149.09402
The Woden School,ACT,Government,Secondary,Major Cities,-35.3266,149.0924
Arawang Primary School,ACT,Government,Primary,Major Cities,-35.355017,149.059719
Bonython Primary School,ACT,Government,Primary,Major Cities,-35.431846,149.082604
Calwell High School,ACT,Government,Secondary,Major Cities,-35.4411,149.1176
Calwell Primary School,ACT,Government,Primary,Major Cities,-35.438412,149.109254
Chapman Primary School,ACT,Government,Primary,Major Cities,-35.3569,149.0431
Charles Conder Primary School,ACT,Government,Primary,Major Cities,-35.4649,149.0984
Duffy Primary School,ACT,Government,Primary,Major Cities,-35.3342,149.0337
Fadden Primary School,ACT,Government,Primary,Major Cities,-35.4043,149.1182
Gilmore Primary School,ACT,Government,Primary,Major Cities,-35.4195,149.1356
Gordon Primary School,ACT,Government,Primary,Major Cities,-35.455517,149.086978
Gowrie Primary School,ACT,Government,Primary,Major Cities,-35.413608,149.110565
Lake Tuggeranong College,ACT,Government,Secondary,Major Cities,-35.413803,149.068195
Lanyon High School,ACT,Government,Secondary,Major Cities,-35.460389,149.09507
Monash Primary School,ACT,Government,Primary,Major Cities,-35.414879,149.089411
Richardson Primary School,ACT,Government,Primary,Major Cities,-35.4289,149.1139
Mount Stromlo High School,ACT,Government,Secondary,Major Cities,-35.35492667,149.0544922
Taylor Primary School,ACT,Government,Primary,Major Cities,-35.3783,149.0643
Theodore Primary School,ACT,Government,Primary,Major Cities,-35.4477,149.124
Wanniassa Hills Primary School,ACT,Government,Primary,Major Cities,-35.3931,149.0959
Wanniassa School,ACT,Government,Secondary,Major Cities,-35.396874,149.085615
Wanniassa School - Junior Campus,ACT,Government,Primary,Major Cities,-35.3982,149.086
Good Shepherd Primary School,ACT,Catholic,Primary,Major Cities,-35.16517,149.124995
Holy Family Primary School,ACT,Catholic,Primary,Major Cities,-35.410301,149.116552
Holy Spirit Primary School,ACT,Catholic,Primary,Major Cities,-35.180246,149.101809
Holy Trinity Primary School,ACT,Catholic,Primary,Major Cities,-35.327679,149.081951
St Mary MacKillop College,ACT,Catholic,Secondary,Major Cities,-35.4249,149.093
Merici College,ACT,Catholic,Secondary,Major Cities,-35.26684099,149.136793
Rosary Primary School,ACT,Catholic,Primary,Major Cities,-35.245015,149.155616
Sacred Heart Primary School,ACT,Catholic,Primary,Major Cities,-35.3669,149.0844
St Anthony's Parish Primary School,ACT,Catholic,Primary,Major Cities,-35.394,149.0801
St Bede's Primary School,ACT,Catholic,Primary,Major Cities,-35.3388,149.1288
St Benedict's Primary School,ACT,Catholic,Primary,Major Cities,-35.3348,149.148
St Clare of Assisi Primary School,ACT,Catholic,Primary,Major Cities,-35.459106,149.096124
St Clare's College,ACT,Catholic,Secondary,Major Cities,-35.3239,149.1477
St Francis of Assisi Primary School,ACT,Catholic,Primary,Major Cities,-35.4408,149.1196
St Francis Xavier College,ACT,Catholic,Secondary,Major Cities,-35.224,149.0406
St John the Apostle Primary School,ACT,Catholic,Primary,Major Cities,-35.226387,149.041793
St John Vianney's Primary School,ACT,Catholic,Primary,Major Cities,-35.35183556,149.0550195
St Joseph's Primary School,ACT,Catholic,Primary,Major Cities,-35.2596,149.1264
St Jude's Primary School,ACT,Catholic,Primary,Major Cities,-35.3339331,149.0504599
St Matthew's Primary School,ACT,Catholic,Primary,Major Cities,-35.2408,149.0416
St Michael's Primary School,ACT,Catholic,Primary,Major Cities,-35.2235,149.1097
St Monica's Primary School,ACT,Catholic,Primary,Major Cities,-35.21349493,149.0613856
St Thomas Aquinas Primary School,ACT,Catholic,Primary,Major Cities,-35.2051,149.0296
St Thomas More's Primary School,ACT,Catholic,Primary,Major Cities,-35.28712,149.155404
St Thomas the Apostle Primary School,ACT,Catholic,Primary,Major Cities,-35.38060036,149.0529711
St Vincent's Primary School,ACT,Catholic,Primary,Major Cities,-35.255025,149.076332
Sts Peter and Paul Primary School,ACT,Catholic,Primary,Major Cities,-35.339253,149.093335
Blue Gum Community School,ACT,Independent,Combined,Major Cities,-35.250368,149.1629
Brindabella Christian College,ACT,Independent,Combined,Major Cities,-35.249,149.128
Burgmann Anglican School,ACT,Independent,Combined,Major Cities,-35.188529,149.123672
Canberra Christian School,ACT,Independent,Primary,Major Cities,-35.356475,149.097963
Canberra Girls Grammar School - Junior School,ACT,Independent,Primary,Major Cities,-35.3121,149.1108
Canberra Girls Grammar School,ACT,Independent,Secondary,Major Cities,-35.317,149.1151
Canberra Grammar School - Primary School,ACT,Independent,Primary,Major Cities,-35.3323,149.1247
Canberra Grammar School,ACT,Independent,Secondary,Major Cities,-35.32981254,149.1282468
Canberra Montessori School,ACT,Independent,Primary,Major Cities,-35.3322,149.0511
Covenant Christian School,ACT,Independent,Combined,Major Cities,-35.4402268,149.0899223
Emmaus Christian School,ACT,Independent,Combined,Major Cities,-35.2534,149.1428
Islamic School of Canberra,ACT,Independent,Combined,Major Cities,-35.329825,149.059467
Orana Steiner School,ACT,Independent,Combined,Major Cities,-35.327048,149.060215
Radford College,ACT,Independent,Combined,Major Cities,-35.24489829,149.0871848
Communities@Work Galilee School,ACT,Independent,Secondary,Major Cities,-35.38649263,149.0308392
Trinity Christian School,ACT,Independent,Combined,Major Cities,-35.4083,149.0861
Dripstone Middle School,NT,Government,Secondary,Outer Regional,-12.3661,130.88296
Katherine High School,NT,Government,Secondary,Remote,-14.46347,132.28306
Nhulunbuy High School,NT,Government,Secondary,Very Remote,-12.18676,136.78298
Nightcliff Middle School,NT,Government,Secondary,Outer Regional,-12.3787,130.85177
Sanderson Middle School,NT,Government,Secondary,Outer Regional,-12.38821,130.89878
Taminmin College,NT,Government,Secondary,Outer Regional,-12.58037,131.10089
Tennant Creek High School,NT,Government,Secondary,Very Remote,-19.644142,134.196942
Alice Springs School Of The Air,NT,Government,Combined,Remote,-23.67805,133.86618
Katherine School Of The Air,NT,Government,Combined,Remote,-14.4502,132.26948
Alawa Primary School,NT,Government,Primary,Outer Regional,-12.38022,130.87754
Anula Primary School,NT,Government,Primary,Outer Regional,-12.39162,130.89369
