Calendar year;State/territory;School sector;School type;School count;Proportion of sector;Proportion of state;Proportion of school type
2011;South Australia;Catholic;Combined;22;15.2;14.9;21.4
2011;South Australia;Catholic;Special;2;9.5;7.7;1.9
2011;South Australia;Catholic;All;103;13.7;6.0;100.0
2011;South Australia;Independent;Primary;36;7.2;15.4;39.1
2011;South Australia;Independent;Secondary;8;9.2;11.8;8.7
2011;South Australia;Independent;Combined;47;32.4;7.2;51.1
2011;South Australia;Independent;Special;1;4.8;1.5;1.1
2011;South Australia;Independent;All;92;12.2;9.0;100.0
2011;South Australia;All;Primary;499;100.0;7.9;66.4
2011;South Australia;All;Secondary;87;100.0;6.2;11.6
2011;South Australia;All;Combined;145;100.0;11.1;19.3
2011;South Australia;All;Special;21;100.0;5.0;2.8
2011;South Australia;All;All;752;100.0;8.0;100.0
2011;Western Australia;Government;Primary;513;77.4;10.6;66.6
2011;Western Australia;Government;Secondary;99;90.8;9.7;12.9
2011;Western Australia;Government;Combined;91;41.2;18.1;11.8
2011;Western Australia;Government;Special;67;85.9;20.2;8.7
2011;Western Australia;Government;All;770;71.9;11.5;100.0
2011;Western Australia;Catholic;Primary;110;16.6;8.9;69.2
2011;Western Australia;Catholic;Secondary;4;3.7;1.3;2.5
2011;Western Australia;Catholic;Combined;42;19.0;28.4;26.4
2011;Western Australia;Catholic;Special;3;3.8;11.5;1.9
2011;Western Australia;Catholic;All;159;14.8;9.3;100.0
2011;Western Australia;Independent;Primary;40;6.0;17.1;28.2
2011;Western Australia;Independent;Secondary;6;5.5;8.8;4.2
2011;Western Australia;Independent;Combined;88;39.8;13.5;62.0
2011;Western Australia;Independent;Special;8;10.3;12.3;5.6
2011;Western Australia;Independent;All;142;13.3;13.9;100.0
2011;Western Australia;All;Primary;663;100.0;10.5;61.9
2011;Western Australia;All;Secondary;109;100.0;7.8;10.2
2011;Western Australia;All;Combined;221;100.0;16.9;20.6
2011;Western Australia;All;Special;78;100.0;18.5;7.3
2011;Western Australia;All;All;1,071;100.0;11.4;100.0
2011;Tasmania;Government;Primary;128;82.1;2.6;67.4
2011;Tasmania;Government;Secondary;31;86.1;3.0;16.3
2011;Tasmania;Government;Combined;26;45.6;5.2;13.7
2011;Tasmania;Government;Special;5;83.3;1.5;2.6
2011;Tasmania;Government;All;190;74.5;2.8;100.0
2011;Tasmania;Catholic;Primary;24;15.4;1.9;64.9
2011;Tasmania;Catholic;Secondary;5;13.9;1.6;13.5
2011;Tasmania;Catholic;Combined;8;14.0;5.4;21.6
2011;Tasmania;Catholic;All;37;14.5;2.2;100.0
2011;Tasmania;Independent;Primary;4;2.6;1.7;14.3
2011;Tasmania;Independent;Combined;23;40.4;3.5;82.1
2011;Tasmania;Independent;Special;1;16.7;1.5;3.6
2011;Tasmania;Independent;All;28;11.0;2.7;100.0
2011;Tasmania;All;Primary;156;100.0;2.5;61.2
2011;Tasmania;All;Secondary;36;100.0;2.6;14.1
2011;Tasmania;All;Combined;57;100.0;4.4;22.4
2011;Tasmania;All;Special;6;100.0;1.4;2.4
2011;Tasmania;All;All;255;100.0;2.7;100.0
2011;Northern Territory;Government;Primary;66;85.7;1.4;42.9
2011;Northern Territory;Government;Secondary;14;60.9;1.4;9.1
2011;Northern Territory;Government;Combined;69;81.2;13.7;44.8
2011;Northern Territory;Government;Special;5;100.0;1.5;3.2
2011;Northern Territory;Government;All;154;81.1;2.3;100.0
2011;Northern Territory;Catholic;Primary;7;9.1;0.6;46.7
2011;Northern Territory;Catholic;Secondary;3;13.0;1.0;20.0
2011;Northern Territory;Catholic;Combined;5;5.9;3.4;33.3
2011;Northern Territory;Catholic;All;15;7.9;0.9;100.0
2011;Northern Territory;Independent;Primary;4;5.2;1.7;19.0
2011;Northern Territory;Independent;Secondary;6;26.1;8.8;28.6
2011;Northern Territory;Independent;Combined;11;12.9;1.7;52.4
2011;Northern Territory;Independent;All;21;11.1;2.1;100.0
2011;Northern Territory;All;Primary;77;100.0;1.2;40.5
2011;Northern Territory;All;Secondary;23;100.0;1.6;12.1
2011;Northern Territory;All;Combined;85;100.0;6.5;44.7
2011;Northern Territory;All;Special;5;100.0;1.2;2.6
2011;Northern Territory;All;All;190;100.0;2.0;100.0
2011;Australian Capital Territory;Government;Primary;53;67.9;1.1;63.1
2011;Australian Capital Territory;Government;Secondary;18;78.3;1.8;21.4
2011;Australian Capital Territory;Government;Combined;9;40.9;1.8;10.7
2011;Australian Capital Territory;Government;Special;4;80.0;1.2;4.8
2011;Australian Capital Territory;Government;All;84;65.6;1.3;100.0
2011;Australian Capital Territory;Catholic;Primary;23;29.5;1.9;76.7
2011;Australian Capital Territory;Catholic;Secondary;5;21.7;1.6;16.7
2011;Australian Capital Territory;Catholic;Combined;2;9.1;1.4;6.7
2011;Australian Capital Territory;Catholic;All;30;23.4;1.8;100.0
2011;Australian Capital Territory;Independent;Primary;2;2.6;0.9;14.3
2011;Australian Capital Territory;Independent;Combined;11;50.0;1.7;78.6
2011;Australian Capital Territory;Independent;Special;1;20.0;1.5;7.1
2011;Australian Capital Territory;Independent;All;14;10.9;1.4;100.0
2011;Australian Capital Territory;All;Primary;78;100.0;1.2;60.9
2011;Australian Capital Territory;All;Secondary;23;100.0;1.6;18.0
2011;Australian Capital Territory;All;Combined;22;100.0;1.7;17.2
2011;Australian Capital Territory;All;Special;5;100.0;1.2;3.9
2011;Australian Capital Territory;All;All;128;100.0;1.4;100.0
2011;Australia;Government;Primary;4,847;76.8;100.0;72.3
2011;Australia;Government;Secondary;1,023;73.3;100.0;15.3
2011;Australia;Government;Combined;504;38.6;100.0;7.5
2011;Australia;Government;Special;331;78.4;100.0;4.9
2011;Australia;Government;All;6,705;71.1;100.0;100.0
2011;Australia;Catholic;Primary;1,231;19.5;100.0;72.0
2011;Australia;Catholic;Secondary;305;21.8;100.0;17.8
2011;Australia;Catholic;Combined;148;11.3;100.0;8.7
2011;Australia;Catholic;Special;26;6.2;100.0;1.5
2011;Australia;Catholic;All;1,710;18.1;100.0;100.0
2011;Australia;Independent;Primary;234;3.7;100.0;22.9
2011;Australia;Independent;Secondary;68;4.9;100.0;6.7
2011;Australia;Independent;Combined;653;50.0;100.0;64.0
2011;Australia;Independent;Special;65;15.4;100.0;6.4
2011;Australia;Independent;All;1,020;10.8;100.0;100.0
2011;Australia;All;Primary;6,312;100.0;100.0;66.9
2011;Australia;All;Secondary;1,396;100.0;100.0;14.8
2011;Australia;All;Combined;1,305;100.0;100.0;13.8
2011;Australia;All;Special;422;100.0;100.0;4.5
2011;Australia;All;All;9,435;100.0;100.0;100.0
2010;New South Wales;Government;Primary;1,630;76.6;33.4;74.9
2010;New South Wales;Government;Secondary;370;71.0;35.8;17.0
2010;New South Wales;Government;Combined;66;22.2;13.3;3.0
2010;New South Wales;Government;Special;110;75.9;33.1;5.1
2010;New South Wales;Government;All;2,176;70.4;32.3;100.0
2010;New South Wales;Catholic;Primary;421;19.8;34.2;71.7
2010;New South Wales;Catholic;Secondary;130;25.0;42.9;22.1
2010;New South Wales;Catholic;Combined;29;9.8;19.6;4.9
2010;New South Wales;Catholic;Special;7;4.8;25.9;1.2
2010;New South Wales;Catholic;All;587;19.0;34.4;100.0
2010;New South Wales;Independent;Primary;78;3.7;31.5;23.7
2010;New South Wales;Independent;Secondary;21;4.0;28.8;6.4
2010;New South Wales;Independent;Combined;202;68.0;31.5;61.4
2010;New South Wales;Independent;Special;28;19.3;50.9;8.5
2010;New South Wales;Independent;All;329;10.6;32.4;100.0
2010;New South Wales;All;Primary;2,129;100.0;33.5;68.9
2010;New South Wales;All;Secondary;521;100.0;37.0;16.8
2010;New South Wales;All;Combined;297;100.0;23.1;9.6
2010;New South Wales;All;Special;145;100.0;35.0;4.7
2010;New South Wales;All;All;3,092;100.0;32.7;100.0
2010;Victoria;Government;Primary;1,153;73.0;23.6;74.5
2010;Victoria;Government;Secondary;248;71.1;24.0;16.0
2010;Victoria;Government;Combined;71;31.6;14.3;4.6
2010;Victoria;Government;Special;76;78.4;22.9;4.9
2010;Victoria;Government;All;1,548;68.8;23.0;100.0
2010;Victoria;Catholic;Primary;381;24.1;31.0;77.9
2010;Victoria;Catholic;Secondary;86;24.6;28.4;17.6
2010;Victoria;Catholic;Combined;14;6.2;9.5;2.9
2010;Victoria;Catholic;Special;8;8.2;29.6;1.6
2010;Victoria;Catholic;All;489;21.7;28.6;100.0
2010;Victoria;Independent;Primary;46;2.9;18.5;21.5
2010;Victoria;Independent;Secondary;15;4.3;20.5;7.0
2010;Victoria;Independent;Combined;140;62.2;21.8;65.4
2010;Victoria;Independent;Special;13;13.4;23.6;6.1
2010;Victoria;Independent;All;214;9.5;21.0;100.0
2010;Victoria;All;Primary;1,580;100.0;24.9;70.2
2010;Victoria;All;Secondary;349;100.0;24.8;15.5
2010;Victoria;All;Combined;225;100.0;17.5;10.0
2010;Victoria;All;Special;97;100.0;23.4;4.3
2010;Victoria;All;All;2,251;100.0;23.8;100.0
2010;Queensland;Government;Primary;920;80.0;18.9;74.5
2010;Queensland;Government;Secondary;179;71.0;17.3;14.5
2010;Queensland;Government;Combined;90;37.5;18.1;7.3
2010;Queensland;Government;Special;46;76.7;13.9;3.7
2010;Queensland;Government;All;1,235;72.6;18.3;100.0
2010;Queensland;Catholic;Primary;196;17.0;15.9;67.6
2010;Queensland;Catholic;Secondary;61;24.2;20.1;21.0
2010;Queensland;Catholic;Combined;26;10.8;17.6;9.0
2010;Queensland;Catholic;Special;7;11.7;25.9;2.4
2010;Queensland;Catholic;All;290;17.0;17.0;100.0
2010;Queensland;Independent;Primary;34;3.0;13.7;19.2
2010;Queensland;Independent;Secondary;12;4.8;16.4;6.8
2010;Queensland;Independent;Combined;124;51.7;19.3;70.1
2010;Queensland;Independent;Special;7;11.7;12.7;4.0
2010;Queensland;Independent;All;177;10.4;17.4;100.0
2010;Queensland;All;Primary;1,150;100.0;18.1;67.6
2010;Queensland;All;Secondary;252;100.0;17.9;14.8
2010;Queensland;All;Combined;240;100.0;18.6;14.1
2010;Queensland;All;Special;60;100.0;14.5;3.5
2010;Queensland;All;All;1,702;100.0;18.0;100.0
2010;South Australia;Government;Primary;414;79.6;8.5;71.5
2010;South Australia;Government;Secondary;71;78.9;6.9;12.3
2010;South Australia;Government;Combined;75;52.4;15.1;13.0
2010;South Australia;Government;Special;19;86.4;5.7;3.3
2010;South Australia;Government;All;579;74.7;8.6;100.0
2010;South Australia;Catholic;Primary;68;13.1;5.5;67.3
2010;South Australia;Catholic;Secondary;9;10.0;3.0;8.9
2010;South Australia;Catholic;Combined;22;15.4;14.9;21.8
2010;South Australia;Catholic;Special;2;9.1;7.4;2.0
2010;South Australia;Catholic;All;101;13.0;5.9;100.0
2010;South Australia;Independent;Primary;38;7.3;15.3;40.0
2010;South Australia;Independent;Secondary;10;11.1;13.7;10.5
2010;South Australia;Independent;Combined;46;32.2;7.2;48.4
2010;South Australia;Independent;Special;1;4.5;1.8;1.1
2010;South Australia;Independent;All;95;12.3;9.3;100.0
2010;South Australia;All;Primary;520;100.0;8.2;67.1
2010;South Australia;All;Secondary;90;100.0;6.4;11.6
2010;South Australia;All;Combined;143;100.0;11.1;18.5
2010;South Australia;All;Special;22;100.0;5.3;2.8
2010;South Australia;All;All;775;100.0;8.2;100.0
2010;Western Australia;Government;Primary;509;77.2;10.4;66.3
2010;Western Australia;Government;Secondary;99;90.0;9.6;12.9
2010;Western Australia;Government;Combined;93;42.3;18.7;12.1
2010;Western Australia;Government;Special;67;88.2;20.2;8.7
2010;Western Australia;Government;All;768;72.1;11.4;100.0
2010;Western Australia;Catholic;Primary;110;16.7;8.9;69.2
2010;Western Australia;Catholic;Secondary;4;3.6;1.3;2.5
2010;Western Australia;Catholic;Combined;42;19.1;28.4;26.4
2010;Western Australia;Catholic;Special;3;3.9;11.1;1.9
2010;Western Australia;Catholic;All;159;14.9;9.3;100.0
2010;Western Australia;Independent;Primary;40;6.1;16.1;29.0
2010;Western Australia;Independent;Secondary;7;6.4;9.6;5.1
2010;Western Australia;Independent;Combined;85;38.6;13.3;61.6
2010;Western Australia;Independent;Special;6;7.9;10.9;4.3
2010;Western Australia;Independent;All;138;13.0;13.6;100.0
2010;Western Australia;All;Primary;659;100.0;10.4;61.9
2010;Western Australia;All;Secondary;110;100.0;7.8;10.3
2010;Western Australia;All;Combined;220;100.0;17.1;20.7
2010;Western Australia;All;Special;76;100.0;18.4;7.1
2010;Western Australia;All;All;1,065;100.0;11.2;100.0
2010;Tasmania;Government;Primary;136;82.4;2.8;67.3
2010;Tasmania;Government;Secondary;36;85.7;3.5;17.8
2010;Tasmania;Government;Combined;25;44.6;5.0;12.4
2010;Tasmania;Government;Special;5;100.0;1.5;2.5
2010;Tasmania;Government;All;202;75.4;3.0;100.0
2010;Tasmania;Catholic;Primary;24;14.5;2.0;64.9
2010;Tasmania;Catholic;Secondary;5;11.9;1.7;13.5
2010;Tasmania;Catholic;Combined;8;14.3;5.4;21.6
2010;Tasmania;Catholic;All;37;13.8;2.2;100.0
2010;Tasmania;Independent;Primary;5;3.0;2.0;17.2
2010;Tasmania;Independent;Secondary;1;2.4;1.4;3.4
2010;Tasmania;Independent;Combined;23;41.1;3.6;79.3
2010;Tasmania;Independent;All;29;10.8;2.9;100.0
2010;Tasmania;All;Primary;165;100.0;2.6;61.6
2010;Tasmania;All;Secondary;42;100.0;3.0;15.7
2010;Tasmania;All;Combined;56;100.0;4.4;20.9
2010;Tasmania;All;Special;5;100.0;1.2;1.9
2010;Tasmania;All;All;268;100.0;2.8;100.0
2010;Northern Territory;Government;Primary;62;84.9;1.3;40.8
2010;Northern Territory;Government;Secondary;14;60.9;1.4;9.2
2010;Northern Territory;Government;Combined;71;81.6;14.3;46.7
2010;Northern Territory;Government;Special;5;100.0;1.5;3.3
2010;Northern Territory;Government;All;152;80.9;2.3;100.0
2010;Northern Territory;Catholic;Primary;7;9.6;0.6;46.7
2010;Northern Territory;Catholic;Secondary;3;13.0;1.0;20.0
2010;Northern Territory;Catholic;Combined;5;5.7;3.4;33.3
2010;Northern Territory;Catholic;All;15;8.0;0.9;100.0
2010;Northern Territory;Independent;Primary;4;5.5;1.6;19.0
2010;Northern Territory;Independent;Secondary;6;26.1;8.2;28.6
2010;Northern Territory;Independent;Combined;11;12.6;1.7;52.4
2010;Northern Territory;Independent;All;21;11.2;2.1;100.0
2010;Northern Territory;All;Primary;73;100.0;1.1;38.8
2010;Northern Territory;All;Secondary;23;100.0;1.6;12.2
2010;Northern Territory;All;Combined;87;100.0;6.8;46.3
2010;Northern Territory;All;Special;5;100.0;1.2;2.7
2010;Northern Territory;All;All;188;100.0;2.0;100.0
2010;Australian Capital Territory;Government;Primary;55;67.9;1.1;66.3
2010;Australian Capital Territory;Government;Secondary;17;73.9;1.6;20.5
2010;Australian Capital Territory;Government;Combined;7;36.8;1.4;8.4
2010;Australian Capital Territory;Government;Special;4;100.0;1.2;4.8
2010;Australian Capital Territory;Government;All;83;65.4;1.2;100.0
2010;Australian Capital Territory;Catholic;Primary;23;28.4;1.9;76.7
2010;Australian Capital Territory;Catholic;Secondary;5;21.7;1.7;16.7
2010;Australian Capital Territory;Catholic;Combined;2;10.5;1.4;6.7
2010;Australian Capital Territory;Catholic;All;30;23.6;1.8;100.0
2010;Australian Capital Territory;Independent;Primary;3;3.7;1.2;21.4
2010;Australian Capital Territory;Independent;Secondary;1;4.3;1.4;7.1
2010;Australian Capital Territory;Independent;Combined;10;52.6;1.6;71.4
2010;Australian Capital Territory;Independent;All;14;11.0;1.4;100.0
2010;Australian Capital Territory;All;Primary;81;100.0;1.3;63.8
2010;Australian Capital Territory;All;Secondary;23;100.0;1.6;18.1
2010;Australian Capital Territory;All;Combined;19;100.0;1.5;15.0
2010;Australian Capital Territory;All;Special;4;100.0;1.0;3.1
2010;Australian Capital Territory;All;All;127;100.0;1.3;100.0
2010;Australia;Government;Primary;4,879;76.8;100.0;72.4
2010;Australia;Government;Secondary;1,034;73.3;100.0;15.3
2010;Australia;Government;Combined;498;38.7;100.0;7.4
2010;Australia;Government;Special;332;80.2;100.0;4.9
2010;Australia;Government;All;6,743;71.2;100.0;100.0
2010;Australia;Catholic;Primary;1,230;19.3;100.0;72.0
2010;Australia;Catholic;Secondary;303;21.5;100.0;17.7
2010;Australia;Catholic;Combined;148;11.5;100.0;8.7
2010;Australia;Catholic;Special;27;6.5;100.0;1.6
2010;Australia;Catholic;All;1,708;18.0;100.0;100.0
2010;Australia;Independent;Primary;248;3.9;100.0;24.4
2010;Australia;Independent;Secondary;73;5.2;100.0;7.2
2010;Australia;Independent;Combined;641;49.8;100.0;63.0
2010;Australia;Independent;Special;55;13.3;100.0;5.4
2010;Australia;Independent;All;1,017;10.7;100.0;100.0
2010;Australia;All;Primary;6,357;100.0;100.0;67.1
2010;Australia;All;Secondary;1,410;100.0;100.0;14.9
2010;Australia;All;Combined;1,287;100.0;100.0;13.6
2010;Australia;All;Special;414;100.0;100.0;4.4
2010;Australia;All;All;9,468;100.0;100.0;100.0
2009;New South Wales;Government;Primary;1,634;76.6;33.1;74.9
2009;New South Wales;Government;Secondary;370;70.5;35.6;17.0
2009;New South Wales;Government;Combined;66;22.4;13.3;3.0
2009;New South Wales;Government;Special;111;76.6;33.1;5.1
2009;New South Wales;Government;All;2,181;70.4;32.1;100.0
2009;New South Wales;Catholic;Primary;417;19.5;34.0;71.2
2009;New South Wales;Catholic;Secondary;130;24.8;41.3;22.2
2009;New South Wales;Catholic;Combined;32;10.9;23.0;5.5
2009;New South Wales;Catholic;Special;7;4.8;26.9;1.2
2009;New South Wales;Catholic;All;586;18.9;34.4;100.0
2009;New South Wales;Independent;Primary;82;3.8;31.7;24.8
2009;New South Wales;Independent;Secondary;25;4.8;29.8;7.6
2009;New South Wales;Independent;Combined;196;66.7;31.4;59.4
2009;New South Wales;Independent;Special;27;18.6;50.0;8.2
2009;New South Wales;Independent;All;330;10.7;32.3;100.0
2009;New South Wales;All;Primary;2,133;100.0;33.3;68.9
2009;New South Wales;All;Secondary;525;100.0;36.5;17.0
2009;New South Wales;All;Combined;294;100.0;23.3;9.5
2009;New South Wales;All;Special;145;100.0;34.9;4.7
2009;New South Wales;All;All;3,097;100.0;32.5;100.0
2009;Victoria;Government;Primary;1,180;73.4;23.9;74.9
2009;Victoria;Government;Secondary;252;70.6;24.2;16.0
2009;Victoria;Government;Combined;67;30.9;13.5;4.3
2009;Victoria;Government;Special;76;77.6;22.7;4.8
2009;Victoria;Government;All;1,575;69.1;23.2;100.0
2009;Victoria;Catholic;Primary;379;23.6;30.9;77.7
2009;Victoria;Catholic;Secondary;86;24.1;27.3;17.6
2009;Victoria;Catholic;Combined;14;6.5;10.1;2.9
2009;Victoria;Catholic;Special;9;9.2;34.6;1.8
2009;Victoria;Catholic;All;488;21.4;28.6;100.0
2009;Victoria;Independent;Primary;48;3.0;18.5;22.2
2009;Victoria;Independent;Secondary;19;5.3;22.6;8.8
2009;Victoria;Independent;Combined;136;62.7;21.8;63.0
2009;Victoria;Independent;Special;13;13.3;24.1;6.0
2009;Victoria;Independent;All;216;9.5;21.1;100.0
2009;Victoria;All;Primary;1,607;100.0;25.1;70.5
2009;Victoria;All;Secondary;357;100.0;24.8;15.7
2009;Victoria;All;Combined;217;100.0;17.2;9.5
2009;Victoria;All;Special;98;100.0;23.6;4.3
2009;Victoria;All;All;2,279;100.0;23.9;100.0
2009;Queensland;Government;Primary;929;80.0;18.8;74.6
2009;Queensland;Government;Secondary;178;71.2;17.1;14.3
2009;Queensland;Government;Combined;91;37.9;18.3;7.3
2009;Queensland;Government;Special;47;79.7;14.0;3.8
2009;Queensland;Government;All;1,245;72.8;18.3;100.0
2009;Queensland;Catholic;Primary;196;16.9;16.0;67.8
2009;Queensland;Catholic;Secondary;61;24.4;19.4;21.1
2009;Queensland;Catholic;Combined;26;10.8;18.7;9.0
2009;Queensland;Catholic;Special;6;10.2;23.1;2.1
2009;Queensland;Catholic;All;289;16.9;17.0;100.0
2009;Queensland;Independent;Primary;36;3.1;13.9;20.5
2009;Queensland;Independent;Secondary;11;4.4;13.1;6.3
2009;Queensland;Independent;Combined;123;51.3;19.7;69.9
2009;Queensland;Independent;Special;6;10.2;11.1;3.4
2009;Queensland;Independent;All;176;10.3;17.2;100.0
2009;Queensland;All;Primary;1,161;100.0;18.1;67.9
2009;Queensland;All;Secondary;250;100.0;17.4;14.6
2009;Queensland;All;Combined;240;100.0;19.0;14.0
2009;Queensland;All;Special;59;100.0;14.2;3.5
2009;Queensland;All;All;1,710;100.0;17.9;100.0
2009;South Australia;Government;Primary;421;79.9;8.5;71.6
2009;South Australia;Government;Secondary;72;76.6;6.9;12.2
2009;South Australia;Government;Combined;75;52.4;15.1;12.8
2009;South Australia;Government;Special;20;87.0;6.0;3.4
2009;South Australia;Government;All;588;74.7;8.6;100.0
2009;South Australia;Catholic;Primary;68;12.9;5.6;66.7
2009;South Australia;Catholic;Secondary;10;10.6;3.2;9.8
2009;South Australia;Catholic;Combined;22;15.4;15.8;21.6
2009;South Australia;Catholic;Special;2;8.7;7.7;2.0
2009;South Australia;Catholic;All;102;13.0;6.0;100.0
2009;South Australia;Independent;Primary;38;7.2;14.7;39.2
2009;South Australia;Independent;Secondary;12;12.8;14.3;12.4
2009;South Australia;Independent;Combined;46;32.2;7.4;47.4
2009;South Australia;Independent;Special;1;4.3;1.9;1.0
2009;South Australia;Independent;All;97;12.3;9.5;100.0
2009;South Australia;All;Primary;527;100.0;8.2;67.0
2009;South Australia;All;Secondary;94;100.0;6.5;11.9
2009;South Australia;All;Combined;143;100.0;11.3;18.2
2009;South Australia;All;Special;23;100.0;5.5;2.9
2009;South Australia;All;All;787;100.0;8.3;100.0
2009;Western Australia;Government;Primary;510;76.8;10.3;66.1
2009;Western Australia;Government;Secondary;99;81.1;9.5;12.8
2009;Western Australia;Government;Combined;95;45.9;19.1;12.3
2009;Western Australia;Government;Special;67;90.5;20.0;8.7
2009;Western Australia;Government;All;771;72.3;11.3;100.0
2009;Western Australia;Catholic;Primary;111;16.7;9.1;70.3
2009;Western Australia;Catholic;Secondary;15;12.3;4.8;9.5
2009;Western Australia;Catholic;Combined;30;14.5;21.6;19.0
2009;Western Australia;Catholic;Special;2;2.7;7.7;1.3
2009;Western Australia;Catholic;All;158;14.8;9.3;100.0
2009;Western Australia;Independent;Primary;43;6.5;16.6;31.2
2009;Western Australia;Independent;Secondary;8;6.6;9.5;5.8
2009;Western Australia;Independent;Combined;82;39.6;13.1;59.4
2009;Western Australia;Independent;Special;5;6.8;9.3;3.6
2009;Western Australia;Independent;All;138;12.9;13.5;100.0
2009;Western Australia;All;Primary;664;100.0;10.4;62.2
2009;Western Australia;All;Secondary;122;100.0;8.5;11.4
2009;Western Australia;All;Combined;207;100.0;16.4;19.4
2009;Western Australia;All;Special;74;100.0;17.8;6.9
2009;Western Australia;All;All;1,067;100.0;11.2;100.0
2009;Tasmania;Government;Primary;139;82.7;2.8;67.1
2009;Tasmania;Government;Secondary;37;84.1;3.6;17.9
2009;Tasmania;Government;Combined;26;46.4;5.2;12.6
2009;Tasmania;Government;Special;5;83.3;1.5;2.4
2009;Tasmania;Government;All;207;75.5;3.0;100.0
2009;Tasmania;Catholic;Primary;24;14.3;2.0;64.9
2009;Tasmania;Catholic;Secondary;5;11.4;1.6;13.5
2009;Tasmania;Catholic;Combined;8;14.3;5.8;21.6
2009;Tasmania;Catholic;All;37;13.5;2.2;100.0
2009;Tasmania;Independent;Primary;5;3.0;1.9;16.7
2009;Tasmania;Independent;Secondary;2;4.5;2.4;6.7
2009;Tasmania;Independent;Combined;22;39.3;3.5;73.3
2009;Tasmania;Independent;Special;1;16.7;1.9;3.3
2009;Tasmania;Independent;All;30;10.9;2.9;100.0
2009;Tasmania;All;Primary;168;100.0;2.6;61.3
2009;Tasmania;All;Secondary;44;100.0;3.1;16.1
2009;Tasmania;All;Combined;56;100.0;4.4;20.4
2009;Tasmania;All;Special;6;100.0;1.4;2.2
2009;Tasmania;All;All;274;100.0;2.9;100.0
2009;Northern Territory;Government;Primary;62;84.9;1.3;40.8
2009;Northern Territory;Government;Secondary;15;60.0;1.4;9.9
2009;Northern Territory;Government;Combined;70;82.4;14.1;46.1
2009;Northern Territory;Government;Special;5;100.0;1.5;3.3
2009;Northern Territory;Government;All;152;80.9;2.2;100.0
2009;Northern Territory;Catholic;Primary;7;9.6;0.6;46.7
2009;Northern Territory;Catholic;Secondary;3;12.0;1.0;20.0
2009;Northern Territory;Catholic;Combined;5;5.9;3.6;33.3
2009;Northern Territory;Catholic;All;15;8.0;0.9;100.0
2009;Northern Territory;Independent;Primary;4;5.5;1.5;19.0
2009;Northern Territory;Independent;Secondary;7;28.0;8.3;33.3
2009;Northern Territory;Independent;Combined;10;11.8;1.6;47.6
2009;Northern Territory;Independent;All;21;11.2;2.1;100.0
2009;Northern Territory;All;Primary;73;100.0;1.1;38.8
2009;Northern Territory;All;Secondary;25;100.0;1.7;13.3
2009;Northern Territory;All;Combined;85;100.0;6.7;45.2
2009;Northern Territory;All;Special;5;100.0;1.2;2.7
2009;Northern Territory;All;All;188;100.0;2.0;100.0
2009;Australian Capital Territory;Government;Primary;55;67.9;1.1;66.3
2009;Australian Capital Territory;Government;Secondary;17;77.3;1.6;20.5
2009;Australian Capital Territory;Government;Combined;7;36.8;1.4;8.4
2009;Australian Capital Territory;Government;Special;4;80.0;1.2;4.8
2009;Australian Capital Territory;Government;All;83;65.4;1.2;100.0
2009;Australian Capital Territory;Catholic;Primary;23;28.4;1.9;76.7
2009;Australian Capital Territory;Catholic;Secondary;5;22.7;1.6;16.7
2009;Australian Capital Territory;Catholic;Combined;2;10.5;1.4;6.7
2009;Australian Capital Territory;Catholic;All;30;23.6;1.8;100.0
2009;Australian Capital Territory;Independent;Primary;3;3.7;1.2;21.4
2009;Australian Capital Territory;Independent;Combined;10;52.6;1.6;71.4
2009;Australian Capital Territory;Independent;Special;1;20.0;1.9;7.1
2009;Australian Capital Territory;Independent;All;14;11.0;1.4;100.0
2009;Australian Capital Territory;All;Primary;81;100.0;1.3;63.8
2009;Australian Capital Territory;All;Secondary;22;100.0;1.5;17.3
2009;Australian Capital Territory;All;Combined;19;100.0;1.5;15.0
2009;Australian Capital Territory;All;Special;5;100.0;1.2;3.9
2009;Australian Capital Territory;All;All;127;100.0;1.3;100.0
2009;Australia;Government;Primary;4,930;76.9;100.0;72.5
2009;Australia;Government;Secondary;1,040;72.3;100.0;15.3
2009;Australia;Government;Combined;497;39.4;100.0;7.3
2009;Australia;Government;Special;335;80.7;100.0;4.9
2009;Australia;Government;All;6,802;71.4;100.0;100.0
2009;Australia;Catholic;Primary;1,225;19.1;100.0;71.8
2009;Australia;Catholic;Secondary;315;21.9;100.0;18.5
2009;Australia;Catholic;Combined;139;11.0;100.0;8.2
2009;Australia;Catholic;Special;26;6.3;100.0;1.5
2009;Australia;Catholic;All;1,705;17.9;100.0;100.0
2009;Australia;Independent;Primary;259;4.0;100.0;25.3
2009;Australia;Independent;Secondary;84;5.8;100.0;8.2
2009;Australia;Independent;Combined;625;49.6;100.0;61.2
2009;Australia;Independent;Special;54;13.0;100.0;5.3
2009;Australia;Independent;All;1,022;10.7;100.0;100.0
2009;Australia;All;Primary;6,414;100.0;100.0;67.3
2009;Australia;All;Secondary;1,439;100.0;100.0;15.1
2009;Australia;All;Combined;1,261;100.0;100.0;13.2
2009;Australia;All;Special;415;100.0;100.0;4.4
2009;Australia;All;All;9,529;100.0;100.0;100.0
2008;New South Wales;Government;All;2,189;70.4;32.0;100.0
2008;New South Wales;Catholic;All;586;18.8;34.4;100.0
2008;New South Wales;Independent;All;334;10.7;32.6;100.0
2008;New South Wales;All;All;3,109;100.0;32.5;100.0
